tweet,sentiment,language,tag
"""Saan makakarating ang P1,000 na ito at maximum daw na P4,000 kada pamilya?"" tanong ni Castro sa press briefing ng progresibong Makabayan bloc ngayong araw. #COVID19PH https://t.co/Bb7zEI2DVl",-1,en,Response
"""So much for their declarations that they are champions of globalism and human rights. The pandemic has torn down their mask: for them, it's every nation for itself, and who cares if millions more of human lives in the poorer part of the world are killed by Covid-19."" #Covid19PH",-1,en,Response
"""Some passengers are rejecting our call. Sana po ay kausapin nila kami para... mabigyan namin sila ng guidelines,"" ani Veregeire. Sa 159 pasahero maliban sa kaso, 92 (58%) na ang kinontak at tanging 52 (64%) pa lang ang sumasagot. #COVID19PH https://t.co/NiIPh7mOxW",-1,en,Response
"""That's not proven to be helpful and can actually damage the lining of your mucosa which can predispose you to even more infections,"" ani Dr. Anna Lisa Ong-Lim ng DOH-Technical Advisory Group at Philippine General Hospital nitong Sabado. #COVID19PH https://t.co/BHjbIwRXx7",-1,en,Response
"""The government needs to really push politics aside and do their jobs."" #COVID19 #COVID19PH https://t.co/XZE81NMR8q",-1,en,Response
"""The govt was in a bind: the 1st lockdown stopped the virus but causedÂ economic collapse and untold human suffering. Spooked, the state is now relying on local authorities to take action."" Sounds all too familiar. ï¿½ #COVID19PH #COVID19 #CovidIndia https://t.co/3CZFYGVHoN",-1,en,Response
"""The most concerning thing about the B1.351 (South African) variant is that the B1.351 variant can resist the AstraZeneca Vaccine,"" ani Austriaco kanina. ""The efficacy of the AstraZeneca vaccine against B1.351 dramatically decreases from 70% to 10%."" #COVID19PH #VaccineWatchPH",-1,en,Response
"""The most important law that is being violated for this supposed dispensing of Ivermectin is the RA 9711. Ito 'yung [Food and Drug Administration] Act of 2009,"" wika ni Health Undersecretary Maria Rosario Vergeire, Miyerkules. #COVID19PH",-1,en,Response
"""The NCR's 1,025 new cases per day on the average from Feb. 28 to March 6 represents an increase of 42% from the week before and an increase of 130% compared to two weeks ago."" #COVID #covid19ph #COVID19 https://t.co/OKhzYCUI8U",-1,en,Response
"""The person [who died from the UK variant] is an 84-year-old from La Trinidad, Benguet... This person never went out, seldom. Pero hindi talaga, nandoon lang daw sa loob ng bahay, walang ibang contact."" #COVID19PH",-1,en,Response
"""THE reckless bleating of our defense & foreign affairs secretaries over alleged Chinese maritime militias in a reef we lost control of decades ago risks a scenario in which China may well decide to cancel the donation of its anti-coronavirus vaccines."" #Covid19PH",-1,en,Response
"""The SEA nation's 'highly decentralized' health system & lockdowns that were 'super draconian' but 'porous,' made for a disastrous combination. You incurred the economic distress w/o getting the containment benefit involving testing & tracing. ï¿½ #COVID19PH https://t.co/bvxd2roi1o",-1,en,Response
"""The worst outbreak has been in the capital region, including MLA which, w/ 13M people, is the most densely populated city in the world."" #COVID19 #COVID19PH #coronavirus #DutertePalpak #tengene #DutertePalPakyu @DOHgovph @SecDuque https://t.co/fKMpayThsN",-1,en,Response
"""There is something unsettling about getting vaccinated this early while Filipinos have yet to see a concrete vaccination plan. Thousands of Filipino healthcare workers stationed in full COVID-19 wards have not even been inoculated."" Read: https://t.co/xfAzJiXWF7 #COVID19PH https://t.co/nQBhwIfgVF",-1,en,Response
"""They [PNP] are neither public health experts nor medical practitioners to begin with. By doing a military, instead of medical approach on a health crisis, the Duterte government is repeating the same old mistake again,"" ani Hicap, national spokesperson ng @pama_pil. #COVID19PH",-1,en,Response
"""Unlike past surges experienced, the current surge has spread very quickly in a short period. The increase in cases & rn rate indicates that the virus is already spreading exponentially in several LGUs in the region."" #COVID19PH #Covid19 https://t.co/ElQQ4GSeOW",-1,en,Response
"""Usapang kick vac na naman ba yan?"" Senator Leila de Lima posted this tweet on Tuesday afternoon, seemingly referencing the government's decision to procure 25 million doses of the Chinese-made Sinovac vaccine. #COVID19PH #CoronavirusPH https://t.co/tL48vxt9pH",-1,en,Response
"""We are expecting ï¿½ if and when this [post-holiday] surge would really happen ï¿½ na... mid-January baka diyan lalabas 'yung pagdami ng kaso at tataas talaga,"" ani Health Undersecretary Maria Rosario Vergeire, Lunes. #COVID19PH https://t.co/BmflZrJjyD",-1,en,Response
"""We are living through the worst health and economic crisis on record with the fascist military generals in charge. Nasaang planeta ba ang Pangulo?"" galit na sabi ni Gabriela Rep. Arlene Brosas, Martes. #COVID19PH",-1,en,Response
"""We are reporting 2.5x hgher new cases this March verses start of January; increasing % of workplace clusters,"" dagdag ng kanyang report. #COVID19PH",-1,en,Response
"""We deserve better. Please hold this government accountable for the deaths that could've been avoided this pandemic,"" Victorino & Barrera #COVID19 #covid19ph @DOHgovph #Philippines",-1,en,Response
"""We get taxed, but not vaxed."" #COVID19Vaccination #CoronaVaccine #COVID19 #Covid19Ph #CovidResponsePh",-1,en,Response
"""We would like to inform everyone that as of 11:00 AM today, March 22, 2021, the COVID-1`9 ward and ICU units of St. Luke's Medical Center Global City and Quezon City have reached full capacity,"" ayon sa ospital. #COVID19PH",-1,en,Response
"""What you see now are donated vaccines. The problem is everyone is rushing to secure supplies,"" Duterte said. ""Until there is residual supply, we'll just have to wait."" And this a**hâˆ†#! wants to go MGCQ soon. ðŸ¤¦ðŸ» ï¿½â™€ï¸ #covidvax #COVID19PH https://t.co/EG77QgfASw",-1,en,Response
"""When it comes to vaccine procurement and we kind of track the supply, I think the Philippines is actually one with the least procurement."" #COVID19 #COVID19PH https://t.co/5KMAokeFtQ",-1,en,Response
"""While there's no shrtage of hapless offcials, there's also an impressiv supply of ordnary citizens, charities, private cmpanies & evn the odd publc servnt taking their own initiativs to mitgate the crisis."" On this, #COVID19India is much like #COVID19PH https://t.co/fR0N7bWcOX",-1,en,Response
"""While thermal imaging is not an effective diagnostic device for COVID-19 [and] improper use and marketing of thermal imaging systems may lead to inaccurate temperature readings and pose a potential danger to public health."" #COVID19 #COVID19PH https://t.co/0t78ZBz19t",-1,en,Response
"""Yes, the HK case is a Filipina domestic helper,"" banggit ni Vergeire sa mga reporter ngayong Huwebes. Matatandaang natuklasan ng Hong Kong officials na may UK variant ng COVID-19 ang 30-anyos na galing Cagayan Valley Region at Metro Manila. #COVID19PH https://t.co/lvAayFDwcA",-1,en,Response
"""Yesterday, my father's condition suffered a setback as his pneumonia worsened,"" ani Jinggoy Estrada kanina. ""Because of this and the resulting increase in oxygen requirement, his doctors decided to place him on mechanical ventilation."" #COVID19PH https://t.co/UTicZ29hLP",-1,en,Response
(1/5) AYAW DAW NG BAKUNA NG MGA LOLO'T LOLA (Isang Kuwentong Barangay) #COVID19PH #COVID19Vaccines,-1,en,Response
"(advance) Happy Birthday, Tatay Digong ï¿½ï¸ ï¿½ï¸ #DutertePalpak #DuterteResign #COVID19 #ECQ",-1,en,Response
"@_djchacha NCR Plus, NCR Ultra, NCR Pro Max, NCR XS Max, NCR Pro, NCR Mini, NCR FE, NCR SE, NCR Z flip Dami na pala category ng NCR di ako informed ï¿½ Te @_djchacha fyi lang ah hahaha ï¿½ ï¿½ #NCRplus #GCQ",-1,en,Response
"@_djchacha Wen d #'s of cases turned into names of people close to ur heart,the pain can ne extremely hurting & heavy 2 bear. It really can turn the pain to animosity as to how govt have responded to this pandemic, indeed, IATF -Its All Their Fault! @_djchacha #DutertePalpak #COVID19PH",-1,en,Response
"@143redangel , ikaw naman kasi e. You should know by now that what happened is a wake up call for you. Tama na kasi ang propaganda. Tama na ang pagpapanggap. #CommunityPantry #CommunityPantryPH #COVID19PH https://t.co/MzqqWFDQxr",-1,en,Response
"@143redangel , nasubukan mo ng mamuno ng 3,000 tao kahapon. Napakahirap ano? Namatayan ka pa ng isa. Siguro naman alam mo na ngayon gaano kahirap pamunuan ang 110,000,000. #CommunityPantry #CommunityPantryPH #COVID19 #COVID19PH #AngelLocsin https://t.co/NryMn1YgDR",-1,en,Response
"@143redangel , please read. @lizasoberano , basahin mo na din para meron kang matutunan. Jusme. #AngelLocsin #CommunityPantry #CommunityPantryPH #COVID19PH https://t.co/sRM9Tbhl2A",-1,en,Response
"@AaronAtayde at nagpakita ng ""proof of life"" naman siya di ba? eh, ""proof of planning"", ""proof of action"", ""proof of concern to the country"", nasaan naman yun? ï¿½ #PalitanNa #COVID19PH",-1,en,Response
"@AaronAtayde so, ano, ""excellent"" pa ba yung pag-handle ng gobyerno natin sa #COVID19PH, ha?! ï¿½",-1,en,Response
@AbanteNews Karamihan kasi hindi marunong magbasa. Hindi naman talaga SINOVAC ang binili ng Makati LGU kung hindi AstraZeneca. Yung inaalok is just part of the LGUs cooperation with the IATF and DOH. #COVID19PH,-1,en,Response
"@ABSCBNNews @anjo_bagaoisan so the local govt expects them to have P1k on them when they are caught, or stay in detention for the next 6hrs? ðŸ¤” #COVID19PH",-1,en,Response
@ABSCBNNews @jeffreyhernaez Ayaw nyong kasing maniwala sa SCIENCE na closed indoor activities katulad ng sinehan at arcades ay high risk for infections of Covid19 lalo na kapag may local transmission na with these new variants! #DoubleMask #Covid19PH,-1,en,Response
"@ABSCBNNews @JervisManahan Sa lahat ng #CommunityPantry sa Pilipinas ung community pantry ng QC ang pinakadinudumog ng tao. Hoy @officialqcmayor, yung mga sinasakupan mo gutom na gutom. May ayuda ka bang binigay sa kanila? #CommunityPantryPH #COVID19PH",-1,en,Response
"@ABSCBNNews @JervisManahan will the government accept responsibility for this clear failure? or will they blame others instead, like what they usually do? #COVID19PH",-1,en,Response
"@ABSCBNNews @jmnpunzalan @pia_gutierrez ok, there's improvement in the treatment of those with #COVID19PH, but during that same period, was there any improvement on the prevention side? how about improvement on increasing the vaccination rate? ðŸ¤¨",-1,en,Response
"@ABSCBNNews @jmnpunzalan if the guy is getting irritated about the repeated questions about the president's ""proof of work"", it only shows how important it is to the public to see the guy actually working! you say he's working 24/7, then how about accounting for all those hours & days? ðŸ¤¨#COVID19PH",-1,en,Response
"@ABSCBNNews @jmnpunzalan isnt it also un-christian if someone was able to unfairly secure a room for himself, at the expense of other people, some of them probably in worse shape, or have been waiting longer? your answer contradicts itself! #COVID19PH",-1,en,Response
@ABSCBNNews #Departmentofhealth #DOH #Philippines saan na nga tayo papunta? Ano na nga ang plano? #COVID19PH,-1,en,Response
"@ABSCBNNews #OCTA #ecq OCTA I challenge you to debunk this: ""Comparing weekly mortality in 24 European countries, the findings in this paper suggest that more severe lockdown policies have not been associated with lower mortality. "" https://t.co/Cle9aaJToN",-1,en,Response
@ABSCBNNews #OCTA #ecq Octa Research Team Nag-cost-benefit analysis ba kayo? Pano ung mga increase sa ibang disease dahil sa lockdown? Pano ung economy at kabuhayan ng tao? https://t.co/z0yFGboYpB,-1,en,Response
"@ABSCBNNews and how is that showing how ""excellent"" this govt has been handling #COVID19PH, huh? stop thinking, ""maliit na bagay yan"", see the urgency of the situation, and ACT! ï¿½ inuuna pa yung premature election campaigning kasi! ï¿½",-1,en,Response
"@ABSCBNNews and who should be held accountable for that?! is this govt mature enough to admit its shortcomings & failures, and punish those who failed the country?! ï¿½ ï¿½ ï¿½ #COVID19PH",-1,en,Response
@ABSCBNNews As a graduate of a science/mathematics degree I have full trust & confidence with the UP OCTA Research Group in actuarial analysis of the #COVID19PH situation It's just that news orgs like @ABSCBNNews DO NOT treat data-based commentaries well Causing panic to gullible masses.,-1,en,Response
"@ABSCBNNews As an employee, sagot niyo ba ang full cost ng hospitalisation ng empleyado at mga kapamilyang mahahawa niya? Yung HMO nga namin pang isang araw lang sa ICU. Hindi pa kasama professional fees ng mga doctors at specialist, ubos na. ðŸ™„ #COVID19PH",-1,en,Response
@ABSCBNNews Bakit di nyo po siya dinala sa baywalk? Akala ko ba kaya kayo maglagay ng fake whitesand para malatulong sa mental health? Dapat hinahayan nyo siya doon magoagulong gulong at magtampisaw. #DutertePalpak #DuterteIwananMoNaKami #CovidVaccineph #COVIDVaccination,-1,en,Response
"@ABSCBNNews Covid is the 7th, SEVEN cause of death in Pinas, STOP repeating this nonsense message about cases. There were and are more recoveries than deaths. There are more people in starvation for Godsake ðŸ¤¦ðŸ¼ ï¿½â™‚ï¸ðŸ¤¦ðŸ¼ ï¿½â™‚ï¸ðŸ¤¦ðŸ¼ ï¿½â™‚ï¸ #DutertePalpak #DuqueResign #Roqueresign #IncompetentCabinet #COVID19PH",-1,en,Response
"@ABSCBNNews enough of the lies about this completely unnecessary project when the rest of the country knows where our govt's resources should go! ï¿½ if you need a reminder, it should be for #COVID19PH relief!!! someone deeply connected with the govt must be laughing his way to the bank ï¿½",-1,en,Response
"@ABSCBNNews Go ate Angel @143redangel!! Ikalat mo pa ang #COVID19PH! Total si Duterte naman ang sisisihin ng tao at hindi ikaw pag dumami ang mahawaan at mamatay. Push mo 'yan, girl! ðŸ¿ðŸ­ðŸ¨ðŸ«ðŸ¡ðŸ°ðŸŽ‚ðŸªðŸ¬",-1,en,Response
@ABSCBNNews Govt/showbiz influencers like Alfred Romualdez & Mark Fernandez are did their job in encouraging Filipinos to take #COVID19VaccinePH Making Filipinos angry enough to be willing to be vaccinated vs #COVID19PH before KUPAL pulitikos/celebrities skipping the priority list would,-1,en,Response
@ABSCBNNews Hindi ako informed na act of kindness na pala yung mag-oorganize ka ng FAN DAY sa gitna ng pandemiya. ðŸ™„ #DarnaPalpak #CommunityPantryPH #CovidPantry #DeathPantry #COVIDIOTS #covid19PH https://t.co/GgjNYX9FWc,-1,en,Response
"@ABSCBNNews Huwag na! Pero kasi ang titigas ng ulo ng karamihan! Ayaw manahimik sa kani-kanilang lugar. Patuloy pa din sa pagsuway. Ayaw makinig sa LGUs natin. Puro katigasan ng ulo ang pina-iiral. Kung sumusunod tayo, hindi aabot sa #ECQ. Tayo rin ang lalong mas mahihirapan.",-1,en,Response
"@ABSCBNNews im sure that we'll end up comparing ourselves to the wrong countries, and probably on the wrong metrics too! anything to fool the country into thinking this govt was doing its job ï¿½ #COVID19PH",-1,en,Response
@ABSCBNNews Mr #Duterte sir we understand your reasons.. it's all about #kickvac isn't it? #COVID19PH,-1,en,Response
"@ABSCBNNews Mr president sir, ginagawa mong tanga mga pilipino. Aminin mo na Lang Kasi nabakunahan Ka kasabay ng mga #PSG #dutertelegacy #COVID19PH",-1,en,Response
@ABSCBNNews So ito yung #COVID19PH herd immunity na gusto ng #DutertePalpak admin??,-1,en,Response
"@ABSCBNNews Umutang pero di naka-order. Umasa pero binigo. Hulyo daw pero Marso pa lang. May 4 na bwan para magimbento ng dahilan. Parang shota mo, noh? ï¿½ #IATF #COVID19PH #DutertePalakpak #PutangInaDiBa",-1,en,Response
"@ABSCBNNews Whether we like it or not, sooner or later it'll reach 1million cases. But that doesn't matter, what matters is the ""active cases"". Your headline is too misleading. You know there are so many not so clever Filipinos, don't you? ðŸ¤” #Covid19PH #StayHomeStaySafe #StayHome",-1,en,Response
